Link,Title,Modelo,Marca,Ano,Quilometragem,Preço
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-jeep-compass-2014-com-passagem-em-leilao-864989323,Vendo ou troco Jeep Compass 2014 com passagem em leilão.,JEEP COMPASS SPORT 2.0 16V 156CV 5P,JEEP,2014,77000,R$ 50.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/lifan-x60-2018-vip-849411276,Lifan X60 2018 Vip,LIFAN X60 VIP 1.8 16V 128CV 5P AUT.,LIFAN,2018,57000,R$ 54.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-1-8-4p-857605277,Toyota Corolla gli 1.8 4P,TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2015,56000,R$ 66.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-sedan-860312955,focus sedan ,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,2015,68000,R$ 48.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-sedan-801426001,Citroen C4 sedan,CITROEN C4 LOUNGE ORIGINE 1.6 TURBO FLEX  AUT.,CITROEN,2018,37000,R$ 56.800
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-se-sedan-16v-853176344,Ford Focus 2.0 se Sedan 16v,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P,FORD,2016,41001,R$ 59.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/super-oportunidade-honda-fit-ex-1-5-at-2016-unico-dono-com-40-mil-km-860900242,Super Oportunidade!!! Honda Fit EX 1.5 AT 2016 unico dono com 40 Mil Km,HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2016,40000,R$ 65.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/prisma-ltz-1-4-830477936,Prisma LTZ 1.4,GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,2017,73000,R$ 56.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-sedan-s-2-0-automatico-2014-855195262,Ford Focus Sedan S 2.0 - Automatico 2014,FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,2014,80000,R$ 45.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fusion-titanium-2-0-turbo-awd-856853515,Fusion Titanium 2.0 turbo awd,FORD FUSION TITANIUM 2.0 GTDI ECO. AWD AUT.,FORD,2014,77000,R$ 69.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-aircross-1-6-feel-4p-flex-aut-800295880,Citroen Aircross 1.6 FEEL 4P FLEX AUT,CITROEN AIRCROSS FEEL 1.6 FLEX 16V 5P AUT.,CITROEN,2016,64314,R$ 50.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-ltz-hb-1-8-aut-830729315,CHEVROLET CRUZE LTZ HB 1.8 AUT,GM - CHEVROLET CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2014,76200,R$ 64.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-titanium-1-6-automatico-ano-2015-hatch-top-raridade-impecavel-855126468,Ford New Fiesta Titanium 1.6 Automatico Ano: 2015 Hatch Top Raridade Impecavel ,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,FORD,2015,77000,R$ 45.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-sportback-tfsi-1-4-2014-859453075,Audi A3 Sportback tfsi 1.4 2014,AUDI A3 SPORTBACK 1.4 TFSI S-TRONIC,AUDI,2014,70200,R$ 68.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-titanium-1-6-powershift-864958925,Ford New Fiesta Titanium 1.6 PowerShift,FORD TITANIUM 1.6 POWERSHIFT AUT.,FORD,2015,44000,R$ 43.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-exl-2015-unico-dono-864955184,HONDA FIT EXL 2015 UNICO DONO,HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,2015,75000,R$ 55.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/v60-2013-2013-2-0-t5-r-design-dynamic-16v-turbo-gasolina-4p-automatizado-814427121,V60 2013/2013 2.0 T5 R DESIGN DYNAMIC 16V TURBO GASOLINA 4P AUTOMATIZADO,VOLVO V60 T-5 R-DESING 2.0 5P,VOLVO,2013,42000,R$ 69.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-ltz-automatico-impecavel-854573889,Chevrolet Onix 1.4 LTZ Automático - Impecável,GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,2016,66116,R$ 54.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/captiva-sport-2-4-2014-75-000km-864935202,Captiva Sport 2.4 - 2014 - 75.000KM,GM - CHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CV,GM - CHEVROLET,2014,75000,R$ 54.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-up-1-0-mpi-move-up-12v-836874850,Volkswagen up 1.0 Mpi Move up 12v,VW - VOLKSWAGEN UP! MOVE I MOTION 1.0 T. FLEX 12V 5P,VW - VOLKSWAGEN,2018,35785,R$ 46.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tracker-ltz-1-8-aut-2015-849972045,Tracker LTZ 1.8 Aut 2015,GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2015,69000,R$ 64.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-golf-1-6-msi-comfortline-2016-835955388,Vw - Golf 1.6 MSI Comfortline 2016,VW - VOLKSWAGEN GOLF COMFORTLINE 1.6 MSI TOTAL FLEX AUT.,VW - VOLKSWAGEN,2016,50000,R$ 66.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-spacefox-1-6-highline-4p-flex-aut-778597610,Volkswagen Spacefox 1.6 HIGHLINE 4P FLEX AUT,VW - VOLKSWAGEN SPACEFOX HIGHLINE I MOT. 1.6 T.FLEX 16V,VW - VOLKSWAGEN,2016,73134,R$ 53.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-sed-ti-ti-plus-2-0-16v-flex-aut-2015-flex-859375104,Ford Focus Sed. TI./TI.Plus 2.0 16V Flex  Aut 2015 Flex,FORD FOCUS SED. TI./TI.PLUS 2.0 16V FLEX  AUT,FORD,2015,65000,R$ 58.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-titanium-plus-4p-852418282,Ford Focus TITANIUM PLUS 4P,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2016,63000,R$ 65.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cruze-hb-lt-1-8-aut-864913000,Cruze HB LT 1.8 Aut.,GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2014,44000,R$ 53.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sv-2-0-cvt-2014-844087334,NISSAN SENTRA SV 2.0 CVT 2014,NISSAN SV 2.0 16V CVT (FLEX),NISSAN,2014,78731,R$ 49.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sv-2-0-16v-cvt-flex-852759718,Nissan Sentra SV 2.0 16V CVT (Flex),NISSAN SENTRA SV 2.0 FLEXSTART 16V AUT.,NISSAN,2018,78885,R$ 65.940
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-versa-1-6-sv-cvt-4p-856408448,Nissan VERSA 1.6 SV CVT 4P,NISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.,NISSAN,2018,71000,R$ 52.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-5-lx-16v-flex-4p-automatico-778411970,Honda FIT 1.5 LX 16V FLEX 4P AUTOMATICO,HONDA FIT,HONDA,2015,59651,R$ 51.800
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-new-focus-se-2-0-powershift-2016-842498552,FORD NEW FOCUS SE 2.0 POWERSHIFT 2016,FORD FOCUS SEDAN 1.6 16V FLEX 4P AUT.,FORD,2016,72663,R$ 59.990
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-jetta-1-4-16v-tsi-trendline-gasolina-4p-tiptronic-842566389,Volkswagen Jetta 1.4 16v tsi trendline gasolina 4p tiptronic,VW - VOLKSWAGEN JETTA,VW - VOLKSWAGEN,2017,63000,R$ 69.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/march-1-6-sl-aut-861380200,March 1.6 SL Aut.,NISSAN MARCH SL 1.6 16V FLEXSTART 5P AUT.,NISSAN,2017,46272,R$ 47.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-se-4p-839959658,Ford Ecosport SE 4P,FORD ECOSPORT SE 1.6 16V FLEX 5P AUT.,FORD,2017,60000,R$ 57.800
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-titanium-1-6-16v-automatico-864868125,Ford New Fiesta Titanium 1.6 16v automático ,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,FORD,2015,69293,R$ 42.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/r-54-990-00-veloster-1-6-16v-140cv-aut-2012-858733663,"R$54.990,00 / VELOSTER 1.6 16v 140cv aut 2012",HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2012,72000,R$ 54.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-16v-se-plus-ano-2015-844443831,Ford Focus 2.0 16V SE Plus ano 2015,FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2015,52000,R$ 49.950
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-lounge-tendance-1-6-flex-turbo-thp-2015-854795662,Citroen C4 Lounge Tendance 1.6 Flex Turbo Thp - 2015,CITROEN C4 LOUNGE TENDANCE 1.6 TURBO FLEX AUT.,CITROEN,2015,78000,R$ 41.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-s-turbo-top-2012-861946374,"Mini cooper  S turbo , Top . 2012 ",MINI COOPER S 1.6 AUT.,MINI,2012,75000,R$ 65.000
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/fluence-2016-864826905,Fluence 2016,RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX MEC.,RENAULT,2016,80000,R$ 50.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-hatch-1-6-flex-automatico-847406107,Focus Hatch 1.6 Flex Automático,FORD FOCUS 1.6 S/1.6 SE FLEX 16V 5P AUT,FORD,2014,70000,R$ 49.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-ocean-1-6-aut-prata-completo-impecavel-859513415,HB20 Sedan Ocean 1.6 Aut. Prata completo impecável,HYUNDAI 1.6 OCEAN AUTOMATICO,HYUNDAI,2017,62000,R$ 59.800
https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/sentra-864814313,Sentra ,NISSAN SENTRA SL 2.0/ 2.0 FLEX FUEL 16V AUT.,NISSAN,2014,48000,R$ 47.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tiguan-blindado-860775956,Tiguan Blindado,VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,VW - VOLKSWAGEN,2012,57000,R$ 59.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-automatico-eat6-864777992,Peugeot 2008 Griffe Automático EAT6,PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2018,34000,R$ 65.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-golf-comfortline-1-4-tsi-dsg-seminovo-apenas-56-322-km-rodados-844118085,"Volkswagen- Golf Comfortline 1.4 Tsi DSG (Seminovo, apenas 56.322 km rodados)",VW - VOLKSWAGEN GOLF COMFORTLINE 1.4 TSI 140CV AUT.,VW - VOLKSWAGEN,2015,56322,R$ 68.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-1-6-titanium-aut-54-000kms-unico-dono-824330754,New Fiesta 1.6 TITANIUM Aut. - 54.000kms // Único Dono,FORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.,FORD,2015,54000,R$ 46.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/2008-2016-2017-1-6-16v-flex-griffe-4p-automatico-851671944,2008 2016/2017 1.6 16V FLEX GRIFFE 4P AUTOMÁTICO,PEUGEOT 2008 GRIFE 1.6 TURBO FLEX 16V 5P AUT,PEUGEOT,2017,79000,R$ 52.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/polo-tsi-2018-864751347,Polo TSI 2018,VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2018,41000,R$ 64.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-1-8-blackmotion-automatico-teto-solar-832665950,Fiat- Punto 1.8 Blackmotion Automático + Teto Solar,FIAT PUNTO BLACKMOTION DUAL. 1.8 FLEX 16V 5P,FIAT,2016,59000,R$ 48.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-veloster-1-6-top-830131821,Hyundai Veloster 1.6 TOP,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2013,70000,R$ 52.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-c-teto-panoramico-864733799,Peugeot 2008 Griffe c/ Teto Panorâmico ,PEUGEOT 2008 GRIFE 1.6 TURBO FLEX 16V 5P AUT,PEUGEOT,2016,76000,R$ 56.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citr-en-aircross-861575974,Citröen Aircross,CITROEN AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P AUT.,CITROEN,2015,57000,R$ 40.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-1-5-2018-30-000-km-864717154,Fit LX 1.5 2018 (30.000 Km),HONDA FIT LX 1.5 FLEXONE 16V 5P AUT.,HONDA,2018,30000,R$ 68.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/lindo-fiat-argo-hgt-com-pacotes-de-opcionais-864703857,Lindo Fiat Argo HGT com pacotes de opcionais,FIAT ARGO HGT 1.8 AT,FIAT,2018,52000,R$ 64.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-s-automatico-864701723,Hb20 S AUTOMÁTICO  ,HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,HYUNDAI,2016,73130,R$ 56.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-860146666,Jeep Renegade Longitude 1.8,JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2016,69000,R$ 65.000
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-1-6-comfort-plus-16v-flex-4p-automatico-860352274,Hyundai Hb20s 1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,HYUNDAI HB20S,HYUNDAI,2018,77951,R$ 61.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-griffe-aut-850017136,Peugeot 2008 GRIFFE AUT,PEUGEOT 2008,PEUGEOT,2016,71000,R$ 54.990
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-1-4-automatico-857954921,Onix LTZ 1.4 Automatico,GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,2017,55000,R$ 54.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-veloster-2013-140-cv-teto-solar-cambio-automatico-impecavel-852367165,Hyundai Veloster 2013 - 140 CV  Teto Solar Câmbio Automático Impecável,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,HYUNDAI,2013,78000,R$ 54.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/citroen-ds5-864688319,Citroen DS5,CITROEN DS5 1.6 TURBO 16V 5P AUT.,CITROEN,2014,52000,R$ 59.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-titanium-plus-unico-dono-top-de-linha-855775466,Focus Titanium plus único dono top de linha,FORD FOCUS TITA/TITA PLUS 2.0  FLEX 5P AUT.,FORD,2016,57000,R$ 64.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/spin-1-8-lt-at-861756275,SPIN 1.8 LT AT,GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,2014,68000,R$ 45.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-2017-2018-1-4-mpfi-lt-8v-flex-4p-automatico-859374770,ONIX 2017/2018 1.4 MPFI LT 8V FLEX 4P AUTOMÁTICO,GM - CHEVROLET HATCH LT 1.0 12V TB FLEX 5P AUT,GM - CHEVROLET,2018,77753,R$ 51.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-1-8-mpfi-ltz-8v-flex-4p-automatico-830465001,CHEVROLET COBALT 1.8 MPFI LTZ 8V FLEX 4P AUTOMÁTICO,GM - CHEVROLET COBALT,GM - CHEVROLET,2018,72364,R$ 56.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-1-6-se-sedan-16v-flex-4p-powershift-861221295,FORD FIESTA 1.6 SE SEDAN 16V FLEX 4P POWERSHIFT,FORD FIESTA SEDAN 1.6 16V FLEX AUT.,FORD,2015,39570,R$ 43.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-premium-1-6-flex-16v-aut-849379159,HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,2015,75000,R$ 45.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2014-sem-detalhes-69-000-km-ipva-2021-pago-858555066,honda civic lxr 2014 sem detalhes 69.000 km ipva 2021 pago ,HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,2014,69000,R$ 62.000
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/focus-titanium-plus-impecavel-864651548,Focus Titanium Plus - Impecável ,FORD FOCUS SED. TI./TI.PLUS 2.0 16V FLEX  AUT,FORD,2016,64500,R$ 65.300
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fusion-ghdi-2-0-automatico-858482520,Fusion ghdi 2.0 automático ,FORD FUSION TITANIUM 2.0 GTDI ECO. FWD AUT.,FORD,2014,69000,R$ 69.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/linea-1-8-absolute-16v-rodas-aro-17-862301683,Linea 1.8 Absolute 16V +Rodas Aro 17,FIAT LINEA ABSOLUTE 1.9/1.8 FLEX DUALOGIC 4P,FIAT,2016,72000,R$ 41.900
https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-lxl-1-4-16v-automatico-2012-864631457,Honda Fit Lxl 1.4 16v automático - 2012,HONDA FIT LXL 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,2012,67100,R$ 42.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sonata-2012-impecavel-864629213,Sonata 2012 impecável ,HYUNDAI SONATA 2.4 16V 182CV 4P AUT.,HYUNDAI,2012,68000,R$ 64.900
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/duster-dynamique-2-0-hi-flex-16v-aut-854106508,DUSTER Dynamique 2.0  Hi-Flex 16V Aut.,RENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.,RENAULT,2017,71982,R$ 59.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-lxs-1-8-2014-847587302,Civic LXS 1.8 2014,HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,2014,74000,R$ 56.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-freestyle-1-6-automatica-2017-unico-dono-849053143,Ford Ecosport Freestyle 1.6 Automática - 2017 - Único Dono,FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P AUT.,FORD,2017,65000,R$ 62.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-new-fiesta-hb-se-1-6-powershift-849416543,FORD NEW FIESTA HB SE 1.6 POWERSHIFT,FORD 1.6 SE HATCH 16V FLEX 4P POWERSHIFT,FORD,2017,40000,R$ 49.990
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-automatico-831804051,HYUNDAI HB20 1.6 AUTOMATICO,HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,2014,49300,R$ 46.900
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-se-plus-16v-flex-4p-aut-850849036,FORD FOCUS 2.0 SE PLUS 16V FLEX 4P AUT,FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2016,65000,R$ 59.990
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/impecavel-tucson-2-0-flex-automatica-864610441,IMPECÁVEL Tucson 2.0 Flex Automática ,HYUNDAI TUCSON 2.0 16V FLEX MEC.,HYUNDAI,2014,60000,R$ 48.500
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-flex-aut-862090150,JEEP  RENEGADE SPORT 1.8 FLEX AUT,JEEP RENEGADE SPORT 1.8 4X2 FLEX 16V AUT.,JEEP,2016,72213,R$ 63.900
